,cpu,memory,latency,incident,cpu_latency
0,33.83891987753546,51.176455737166705,70.82270782320467,0,0.47779760076397876
1,36.20766838161088,51.015911816650565,66.65940768037967,0,0.5431741691318409
2,40.85728270957659,55.46539706698951,68.89951686008803,0,0.5929981017507586
3,39.991646691945924,52.80846546437434,70.08311887370539,0,0.5706316632970292
4,33.85968067228865,56.4191215765086,65.63796585319209,0,0.5158551187893339
5,33.443228304327214,50.1008919193546,68.50467405032808,0,0.48818899977186375
6,34.915235602108176,53.12218361629451,63.875189115457985,0,0.5466165515220147
7,29.71508438789399,50.01326689325611,60.5919475678555,0,0.49041309250898013
8,32.02397252246411,50.34519453157825,67.68393558816877,0,0.47313992964767765
9,39.22944553960451,49.225299979668705,66.93950584588612,0,0.5860432497055164
10,31.40684390575097,51.19471780983285,65.06095045832886,0,0.482729558736878
11,86.09939736564553,51.31555272922424,69.68728288849641,1,1.2355108966353219
12,78.9375048782217,51.77743199907758,66.03697495592621,1,1.195353132558017
13,88.51242374340373,48.89913458029805,63.61281984869785,1,1.3914243065144607
14,80.50478845175948,51.32089018770779,145.33732907028678,1,0.5539168014627986
15,83.79085689250934,55.11618101482499,153.9504399065432,1,0.5442716301647155
16,91.79837259316702,53.797691615366055,153.8060037264636,1,0.5968451839918155
17,74.7432241988472,52.87601651689298,141.55855706370917,1,0.5280021621385178
18,82.08333776541832,50.45207356897538,151.16063234239462,1,0.5430206032711677
19,84.6145190425924,49.81992684811096,149.23841967321985,1,0.5669754425694719
20,76.75559587857117,53.46182434085252,146.3990003551172,1,0.5242904370411452
21,79.1830250282342,53.48585435416885,149.8335975881693,1,0.5284730948386865
22,81.97640900928101,51.7276863938614,149.51148408067326,1,0.5482950658495789
23,70.03819368102542,50.54627260365063,143.0088726668985,1,0.4897471910303142
24,85.16060645432145,53.78532904802786,151.64070432065063,1,0.5615946380349551
25,77.63206543352192,51.26527305817359,149.90346466522004,1,0.5178803946052741
26,81.95824461513541,50.53226968646616,147.57711911686238,1,0.5553587514486908
27,82.38904849252785,48.333739300989656,148.36003325684064,1,0.555331828147383
28,83.49860410050815,49.510163575852545,152.92398954411755,1,0.546013770301352
29,75.89499130118097,49.0216223154883,146.7184563248739,1,0.517283191237571
30,81.91805272606312,51.01231510513815,148.3644771056484,1,0.5521406088853085
31,86.62310498780046,53.57607099143952,150.09490728442893,1,0.5771222125721441
32,85.98111916436724,52.64617364396806,145.99346477618553,1,0.5889381370336002
33,87.4963886667611,54.83697581615757,155.5069394826397,1,0.5626526311806743
34,33.59856677554788,53.83450566423167,71.84672769398382,0,0.467642269229769
35,33.682667003243644,53.755912758594725,62.70426962782733,0,0.5371670414656377
36,30.924411668692354,52.34478434689025,66.65072759243827,0,0.4639771055132611
37,35.93169728161237,50.08615944986208,67.7876670593607,0,0.5300624559058433
38,33.46788153432123,54.65068059094755,69.59948232289004,0,0.48086394348531286
39,28.04703165326905,55.50747824940752,61.84630411823262,0,0.45349567857201406
40,35.23712953742178,49.17156376034233,68.24318593555762,0,0.5163464901931216
41,35.84801477545033,49.60113718106842,65.79403145151278,0,0.5448520782902427
42,32.275891263858064,51.655294239540616,64.77962750886957,0,0.49824138398200696
43,33.820395363528874,50.278712562849904,62.21423009056412,0,0.543611892557332
44,35.24562182336191,55.077496387711456,66.25008932307571,0,0.5320086687201707
45,30.653833310930494,54.64793939095597,65.30980780177434,0,0.4693603356477446
46,28.31825307028581,51.444912154455146,63.07150325060652,0,0.4489864932783807
47,32.94352503603105,53.63435196441504,68.40563383266272,0,0.4815908162859677
48,34.84023113891819,53.41120198923103,61.61887621822924,0,0.5654149065544157
49,27.578310343864135,55.4284962056429,65.9825380707803,0,0.4179637696610054
50,79.77270917248958,50.36139086749171,69.27945974057329,1,1.1514626336754032
51,74.29918920439464,51.327752152095265,67.81749755243756,1,1.0955755061139691
52,74.4817098500965,53.665229795235184,67.48706268193891,1,1.1036442673631062
53,79.0329691577737,51.80239458508923,124.22217043279339,1,0.6362227361059681
54,72.21284316830676,50.880549510841526,125.43764003304231,1,0.5756871952412747
55,67.84094340499948,50.92213799618326,121.07073801003256,1,0.5603413716647025
56,69.32494098468757,53.21700177456343,125.06097624339775,1,0.5543291206184503
57,69.78927986508964,54.09757408458488,126.57579571509402,1,0.5513635483846882
58,62.650219177529976,48.998058965880126,123.81377665829552,1,0.5060036198591509
59,76.93929264337115,50.31261267503618,132.06447344634574,1,0.5825888722043746
60,76.61918535509666,54.10588772160081,128.1170619755569,1,0.5980404496765203
61,73.49569050840861,50.019713591348214,123.64397891491447,1,0.59441382551256
62,68.81926092500906,55.19923645916167,119.8446627024555,1,0.5742371781367533
63,29.492461910681904,55.18018224559033,63.933937641111456,0,0.4612958781959545
64,28.17135042515485,52.44146107253163,67.60976767544408,0,0.4166757466227281
65,38.46147828565392,49.17348018138202,63.63017338233168,0,0.6044534572387885
66,28.97295509132526,55.84256977284976,62.69104103717714,0,0.46215463345302676
67,28.908674260752022,53.649580352738404,65.10647020211586,0,0.4440215261403088
68,35.538832601904694,53.30350621327281,63.70954118235377,0,0.5578259071146509
69,33.53178928040272,52.52655110336271,64.3119779638816,0,0.521392598113443
70,36.780966562295845,51.44756322930159,62.48043482817937,0,0.5886797469230676
71,25.867935824783434,49.30014819777675,59.70956905852994,0,0.43322931705346174
72,28.89049835714398,53.93216532522822,64.54445297831813,0,0.4476062159338296
73,38.88415270111006,52.8674175183793,61.55250058606313,0,0.6317233634845097
74,28.992099233980987,52.606248163075456,61.649361466038805,0,0.47027412035649485
75,28.70162824113518,52.61350960839337,66.10615389142082,0,0.434174831715025
76,34.16729679113687,52.314445792253224,65.98338152167453,0,0.5178166987382032
77,32.250536582491954,54.14683037831951,67.41686610150137,0,0.4783749000426132
78,34.90558449322783,52.218491791835866,69.52776409059555,0,0.5020380699679254
79,29.606760068431264,52.20828746283556,69.32215925973517,0,0.4270894095710597
80,36.7759644936092,52.72892026253321,65.29446792537729,0,0.5632324707146574
81,32.721649392839986,52.793956620350876,64.87938017584042,0,0.5043459001019367
82,32.075165137810316,49.81477595676647,64.27721350913073,0,0.49901299989076164
83,37.67241887590484,47.26272662342631,66.65584753270177,0,0.5651780041866922
84,35.130469744068776,49.93101374810906,66.05607266334803,0,0.5318280110764338
85,40.35587048813698,51.19637436446377,68.5526644148858,0,0.5886842011551916
86,26.971237765168247,51.23449231964684,62.88340504282845,0,0.428908672276871
87,36.66823941051534,54.04200981731507,61.38356360155825,0,0.5973625064932611
88,35.987519730823045,52.10253745187274,62.894757186981025,0,0.5721863210924729
89,29.02076829616885,52.817546172999904,66.33991045914188,0,0.4374556446536428
90,31.05136079879211,51.25362851500319,64.83098007950939,0,0.47895868241865847
91,28.26289184979516,49.90913698973979,66.7087292814595,0,0.42367606390083534
92,29.135847616965826,52.62460061885671,59.55727669295045,0,0.4892071839882248
93,38.22074066232881,47.7123205618659,70.41652483755348,0,0.5427808422881087
94,40.56366604059267,53.49879792346194,65.1629229853803,0,0.6224961094776761
95,36.25583017367056,50.72062479447393,67.74711358739332,0,0.5351642048469089
96,33.8856226412536,51.2501720948975,63.58692613346487,0,0.5329023543319243
97,34.80044863723088,51.17557966972514,65.66339679036382,0,0.5299824611317988
98,29.938631161130587,51.90215292377107,57.66552765662422,0,0.5191772689465964
99,26.724448043326344,50.5039978806007,60.27353349950214,0,0.4433861181134683
100,31.93163023307534,51.42642525817061,67.43387505836056,0,0.47352506741515527
101,29.22529974417287,51.2493053671699,68.84120060114151,0,0.4245321041610111
102,35.72312855960394,49.12874318376217,65.9099220170605,0,0.5419992539265509
103,33.303132865722226,53.893531469250334,60.05914273248526,0,0.5545056314583219
104,32.63477014963975,52.25957091084869,65.792758084858,0,0.4960237433358269
105,30.452019290865977,50.468035070313626,62.62942768304655,0,0.486225412197231
106,31.258253329204457,53.83785681355774,64.35246888835955,0,0.48573510650278456
107,33.65165441756845,52.665765964066416,62.79086141292397,0,0.5359323579950455
108,30.207985446637853,48.096765919275356,63.65935548777922,0,0.4745254678620949
109,38.032734037254095,51.236403711537136,70.1464239869016,0,0.5421906331868881
110,34.12551116320407,53.306217764013596,62.78371959427653,0,0.5435407679527641
111,27.681434429743334,49.07898743246671,64.12192281132494,0,0.4317000054910137
112,33.85180851375304,51.44417805596946,71.36884425676728,0,0.47432193790280097
113,30.028782491513763,49.513744811888756,66.49741957186993,0,0.45157816175195903
114,27.862264460935215,51.973926043246024,62.29512576668001,0,0.44726235187790553
115,31.004184866072002,55.25054885062268,59.01449940750006,0,0.5253655487609157
116,31.793891526869984,51.93350089095785,62.46895543261353,0,0.5089550690689341
117,40.287749989624196,54.16741395716431,64.68355902249195,0,0.6228437426520582
118,33.623541846506164,54.526904731523885,62.03277162481268,0,0.5420286884788649
119,33.392888556864236,53.40083149742159,64.89765124803742,0,0.5145469506937522
120,29.776351348450845,51.48072756378336,67.18102330641204,0,0.443225629544837
121,28.276518879589368,49.78651071639363,68.95755103492561,0,0.4100568894227099
122,31.303618631202035,51.67774273916651,63.67240252754014,0,0.49163558132838353
123,32.17141121271133,50.33623552010498,66.07773549432288,0,0.4868721812580178
124,32.83029632552494,52.09643095941512,60.83184530301704,0,0.5396893051984514
125,25.077426195069737,50.13912636050928,67.50297681961078,0,0.3715010415330945
126,29.997540476121774,52.74133943489626,64.69876437761609,0,0.4636493565942051
127,33.862331834232464,53.93476854878857,61.491044176068314,0,0.5506872145035283
128,32.201889346277454,50.81922396283829,65.22353019157457,0,0.4937158300339472
129,33.79910180267358,50.72268195968633,61.2137199520472,0,0.5521491232545691
130,26.84395860274177,52.831345721154115,64.05134575758727,0,0.4191006181874319
131,31.60779561538129,53.82355786284705,67.45304502462487,0,0.4685896033876948
132,30.44820106906351,49.751547316348145,60.65391487693475,0,0.501998941549645
133,31.522823748265047,54.29620862778199,65.8630656115013,0,0.4786115473914472
134,32.761096347649755,51.107083332719164,67.9307528373174,0,0.48227194575786625
135,33.53508440480833,51.225982380318634,56.81995166922054,0,0.5901991011895622
136,27.845128994550723,54.81278654110615,66.55296961098254,0,0.41839048140619306
137,29.14458198334698,54.33378909723569,57.59345340820412,0,0.5060398406183326
138,26.43009822344377,52.91974827119873,64.58130901750792,0,0.4092530582846904
139,37.22520564113928,51.95622805336772,65.44660148874674,0,0.5687874510571798
140,29.60528314378773,50.942769852842204,62.75364143092103,0,0.47176996376181796
141,32.06172386984355,52.69307063311926,62.464944684637395,0,0.5132754704532508
142,34.05182115710098,57.10604061528058,65.74570184175555,0,0.5179322785094133
143,38.49582646740532,51.37190449094095,61.24884412292298,0,0.6285151502638379
144,30.092650328988757,54.67347331036216,60.47699170147067,0,0.49758841308664115
145,33.261476197335575,55.4009166803893,61.410790707874064,0,0.541622666211181
146,38.86010156423558,48.30562997033975,65.84211648505564,0,0.5902012820784058
147,24.989375934248805,48.37824786955629,59.08025818419374,0,0.4229733705011877
148,33.004403118988854,51.29449710076195,64.89877849371005,0,0.5085519925800702
149,33.663697238061154,53.902032866750304,63.64174418358343,0,0.5289562325783146
150,35.893080519347905,52.74147335640267,70.82123712413167,0,0.5068123909843093
151,33.75662489489255,52.88551704082266,68.37478900120041,0,0.49369987663581544
152,35.91893213648938,55.946660182773,64.37800391027484,0,0.5579379594706051
153,28.60012739065099,49.71538992745689,62.34624037523725,0,0.45873058613507706
154,36.875683497780614,49.955059853375964,65.4229102692432,0,0.5636509190132545
155,36.868541554669825,48.85672159168595,67.79813498643936,0,0.5437987573263495
156,36.750669684088066,51.98133546668936,66.91817191113873,0,0.5491881896129743
157,35.84810215766349,50.31635890016253,57.3516172932334,0,0.6250582607701458
158,32.257002155871426,51.67173350916605,64.01321938880649,0,0.5039115742632367
159,33.62294325827595,53.83766765849623,66.14496207044908,0,0.5083220581858544
160,31.933562052538466,52.62613385713741,66.42300556206018,0,0.4807605705631971
161,34.88864352817604,54.985756319021185,67.83394592145291,0,0.5143242524705066
162,29.21066652788819,51.57808947652737,61.714647212088806,0,0.4733182128952742
163,36.198334775066016,52.42834483943956,63.303229562090905,0,0.5718244554894457
164,38.8962240232196,49.14523952657986,65.18182697407184,0,0.5967341792780958
165,27.397279870761583,49.65065983708132,67.8120559491955,0,0.40401783262975405
166,32.01362632703623,52.470393117279855,65.70481569439316,0,0.4872340937068951
167,31.44156715234963,54.77545363242765,64.79753388162705,0,0.48522783613628695
168,30.087410598145446,54.112864238899625,64.10695259278994,0,0.4693314746882752
169,35.30714599977038,54.495753158136345,64.1638451961125,0,0.5502654320646845
170,35.689071899433365,52.133689374172185,71.792169156427,0,0.4971165005708481
171,29.144892589252287,53.59340331098747,62.4769989587327,0,0.46648995750425
172,23.781183334515127,53.12909256165039,58.50445492498462,0,0.40648499956127704
173,30.697505351444768,48.18375511188582,66.54859382797092,0,0.46127954905851604
174,35.692677051125564,52.527899965900055,69.6628752522749,0,0.5123629612167061
175,34.18350237282568,51.16586114397638,65.31419295644477,0,0.5233702021798109
176,38.2168317746479,52.0552708908693,61.997551506017544,0,0.616424856245146
177,30.849959522956475,50.0047739012601,60.266904533911195,0,0.5118889009074244
178,33.54488479988215,47.50498804285969,62.56339905242894,0,0.5361742697478936
179,31.601906497809335,53.23115015946212,67.21886246556889,0,0.4701345030049651
180,28.069184694344415,50.54136108986966,60.97650587908368,0,0.46032786381701774
181,26.79082701777915,50.22551676269793,63.43875214906332,0,0.42231011976446514
182,31.354569686666732,48.6164757135752,65.89376029004028,0,0.4758351860427355
183,33.25151660919318,53.92921301826199,65.83978365585453,0,0.5050368449416438
184,31.319260728966253,51.51739723799668,67.04692807143326,0,0.46712446982802897
185,31.756114235009548,52.072094515817184,63.78207411953264,0,0.4978846278265596
186,30.720615662652225,53.287567836216006,64.65169200119145,0,0.47517110089069414
187,30.663655670839912,54.01469131016702,62.19261377637235,0,0.49304336654989356
188,28.351799536844236,52.41442127340435,64.52637026822416,0,0.43938314551075885
189,36.874942500261156,52.468974819810846,65.2731337764412,0,0.5649329267161721
190,36.33351016713569,50.75859077882106,67.4616597379425,0,0.5385801403089497
191,35.84528652958476,49.36162694979441,66.57477423590869,0,0.5384214507820404
192,31.66506050989792,54.515094920416175,66.75881940694069,0,0.4743202589739898
193,27.622200954201773,53.7128490419342,64.69209927418024,0,0.4269795116267974
194,68.78860907916317,51.769032363101836,60.71900987147591,1,1.132900704816633
195,73.28522950052302,50.78611438215184,61.48187512225165,1,1.1919810408319746
196,77.75388385244902,48.477325678905295,59.695095137696654,1,1.3025171276316214
197,76.8553392132328,50.72146370863483,132.487260210873,1,0.5800960718102722
198,76.1305245105662,49.86950216277872,129.2496181974841,1,0.5890193377147486
